sceneId,inputfile,labelfile
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2354.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2354.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\506.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\506.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3531.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3531.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\980.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\980.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3705.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3705.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5156.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5156.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4333.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4333.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4777.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4777.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4477.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4477.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5442.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5442.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4221.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4221.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1297.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1297.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\337.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\337.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3779.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3779.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3952.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3952.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2791.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2791.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3489.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3489.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5067.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5067.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2653.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2653.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4074.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4074.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3807.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3807.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2345.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2345.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4966.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4966.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3315.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3315.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2005.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2005.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3273.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3273.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\223.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\223.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3664.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3664.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1276.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1276.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3103.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3103.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4036.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4036.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2695.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2695.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4087.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4087.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2462.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2462.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2597.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2597.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5494.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5494.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4258.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4258.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\454.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\454.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4073.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4073.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\401.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\401.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2443.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2443.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\652.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\652.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3150.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3150.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2478.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2478.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1709.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1709.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\571.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\571.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5372.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5372.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1628.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1628.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2495.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2495.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3856.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3856.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\812.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\812.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1255.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1255.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2171.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2171.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1602.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1602.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3342.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3342.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2538.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2538.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2662.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2662.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5009.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5009.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2917.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2917.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5347.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5347.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4848.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4848.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2861.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2861.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1678.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1678.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4560.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4560.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2624.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2624.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\264.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\264.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\818.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\818.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1185.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1185.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5110.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5110.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1897.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1897.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1396.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1396.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1557.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1557.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2200.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2200.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4589.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4589.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\552.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\552.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1873.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1873.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1466.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1466.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4854.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4854.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2365.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2365.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4745.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4745.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3231.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3231.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1632.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1632.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2807.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2807.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1705.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1705.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\149.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\149.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3124.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3124.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4763.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4763.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1084.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1084.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5533.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5533.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2892.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2892.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3926.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3926.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\495.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\495.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1884.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1884.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4866.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4866.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1513.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1513.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2639.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2639.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1471.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1471.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1191.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1191.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4937.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4937.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1726.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1726.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1270.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1270.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2243.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2243.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\20.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\20.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1241.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1241.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1505.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1505.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4834.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4834.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2366.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2366.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1652.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1652.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3508.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3508.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3028.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3028.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3949.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3949.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2489.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2489.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\765.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\765.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2781.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2781.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4376.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4376.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5406.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5406.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\657.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\657.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1357.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1357.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2449.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2449.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\716.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\716.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5302.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5302.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5489.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5489.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\51.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\51.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\516.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\516.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1920.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1920.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2334.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2334.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3987.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3987.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\1202.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\1202.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\739.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\739.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\54.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\54.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\509.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\509.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3565.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3565.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\654.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\654.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\188.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\188.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5572.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5572.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\997.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\997.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4318.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4318.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4591.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4591.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4736.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4736.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3010.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3010.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\5514.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\5514.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\2002.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\2002.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\3579.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\3579.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\4575.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\4575.png
0000_00,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\2d-rendered-RGB\30.png,C:\Users\ji\Documents\ScanNet-master\data\scene0000_00\label\30.png
